Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,Dividend Yield - Common Stock - Gross - Issue Specific - %,Dividend Yield - Common Stock - Net - Issue Specific - %,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Revenues - Company Reported,Non-GAAP Income from Operations - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,Free Cash Flow,Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items),Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items),Return on Invested Capital - %,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Debt Service,Debt Service Percentage of Normalized after Tax Profit,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,Asset Turnover,Income before Tax Margin - %,Pretax ROA - %,Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt,Pretax ROE - %,Tax Complement,Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items),Earnings Retention Rate,Reinvestment Rate - %,Net Income after Tax per Employee,Sales per Employee,Total Assets per Employee,Current Ratio,Quick Ratio,Working Capital to Total Assets,Accounts Receivable Turnover,Average Receivables Collection Days,Payables Turnover,Average Payables Payment Days,Inventory Turnover,Average Inventory Days,Average Net Trade Cycle Days
2020-04-27,CVS,CVS Health Corp,16.6352,23.9429,33.3085,41.3749,53.2049,70.1072,82.0974,85.5125,88.3849,90.8422,54.71094512939453,54.995271303747806,54.116449428524724,54.26291809770999,6728200.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-04-28,CVS,CVS Health Corp,15.6474,23.5137,31.8199,39.8814,51.9423,69.2958,81.585,85.1226,88.0819,90.6058,54.48693084716797,56.00332718320988,54.09059711074585,56.00332718320988,7346600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-04-29,CVS,CVS Health Corp,15.7378,23.0514,32.1888,40.1465,52.977,69.4814,81.1957,84.525,87.3501,89.781,53.944129943847656,55.18482117626131,53.8665867418218,54.72817641468516,7689300.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-04-30,CVS,CVS Health Corp,15.645,22.6637,30.8755,38.9607,50.4916,65.1958,75.8878,78.9876,81.6929,84.071,53.030845642089844,54.00444292822163,52.910223609361,53.72011674818602,7361400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-01,CVS,CVS Health Corp,16.1386,23.4844,33.462,41.1583,51.7016,70.6171,83.9961,88.0042,91.2954,94.0521,51.4369010925293,52.384648362080824,51.06641729212013,52.376033912010094,7715800.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-04,CVS,CVS Health Corp,16.2801,24.2357,33.3983,41.6038,52.9582,71.0208,83.8055,87.543,90.6472,93.2712,51.65230178833008,51.80738819311089,50.78209437409291,50.97164515475917,6372000.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-05,CVS,CVS Health Corp,16.4336,24.3516,33.7249,41.6927,53.1808,70.5896,82.9217,86.4839,89.47,92.0151,52.7379035949707,53.08254078211607,51.996935943300834,52.23818328898411,7846500.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-06,CVS,CVS Health Corp,16.4499,24.4664,33.7499,42.1183,53.7988,71.0668,83.2982,86.8056,89.7513,92.2623,52.04862594604492,54.70232340710469,51.91938619548164,54.6506268495387,16386000.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-07,CVS,CVS Health Corp,16.0612,24.1198,32.7692,41.0528,52.7496,70.9586,83.8376,87.6104,90.7364,93.3741,52.94468688964844,53.23762751450934,52.42773110575658,52.86714368639985,9783700.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-08,CVS,CVS Health Corp,20.761,27.8627,39.8268,47.5105,53.5152,72.1178,85.2512,89.0439,92.1753,94.8096,54.3835334777832,54.47830885764477,53.21177112077375,53.55640826814244,7320900.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-11,CVS,CVS Health Corp,17.7181,25.8087,35.4332,44.3257,54.5531,73.0091,86.0392,89.7639,92.8397,95.4274,55.00388717651367,55.21067015290792,54.00444324513325,54.03028988466857,6912100.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-12,CVS,CVS Health Corp,17.3356,25.4053,35.6547,44.4386,54.6934,71.5079,83.4024,86.7497,89.5818,92.0124,54.581703186035156,55.632843614116155,54.32322694755561,55.314053076177814,10781900.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-13,CVS,CVS Health Corp,19.6625,28.5597,39.7409,49.0313,59.6625,77.7943,90.6087,94.0656,96.9206,99.3214,52.68621063232422,54.71094508046298,52.35018789383348,54.521394297730325,10931400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-14,CVS,CVS Health Corp,19.1236,28.1542,39.0803,48.734,61.8242,79.2341,91.5483,94.752,97.423,99.6852,53.685646057128906,53.77180369746912,51.9883135914597,53.685646057128906,8854900.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-15,CVS,CVS Health Corp,19.3165,28.2298,39.5019,48.896,61.8865,78.9766,91.0669,94.1871,96.8043,99.0314,54.443851470947266,54.53862686296892,53.168699120801044,53.220395685550265,10420600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-18,CVS,CVS Health Corp,18.7942,27.8872,38.1909,47.4207,59.9294,76.1062,87.5527,90.5037,93.0332,95.2207,54.90909957885742,55.882696654316895,54.85740302457264,55.54667726822373,6819400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-19,CVS,CVS Health Corp,22.2547,28.9084,41.6443,49.5981,58.2644,76.7867,89.8253,93.3625,96.2851,98.7423,54.80571746826172,55.2968232996056,54.16813968918698,54.53862349693112,5061100.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-20,CVS,CVS Health Corp,17.5022,25.5887,36.1905,44.7946,56.3885,72.3873,83.703,87.0515,89.7115,91.882,54.46969985961914,55.42606491691756,54.27153463039482,55.227896400989486,7046500.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-21,CVS,CVS Health Corp,17.1279,25.2555,34.8208,43.8309,55.3202,70.7837,81.8092,84.9936,87.5579,89.6738,54.573089599609375,55.081427634238295,54.04751937724852,54.23707015559604,5484100.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-22,CVS,CVS Health Corp,17.2249,24.92,34.4338,43.2592,54.9934,70.3283,81.2781,84.368,86.8703,88.9455,54.56447219848633,54.702326406183495,54.18537066229145,54.64201210903139,3495900.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-26,CVS,CVS Health Corp,16.7049,24.6778,33.2276,42.1113,53.7697,70.8153,82.851,86.6369,89.6158,92.0255,55.69315719604492,56.520282512016955,55.42606649486653,55.54668852594114,7974400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-27,CVS,CVS Health Corp,16.5096,24.0266,33.3576,41.3116,51.6517,69.6787,82.3944,86.4594,89.6321,92.182,56.83906555175781,56.86491218737062,55.01249327870673,55.97747597316129,7118400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-28,CVS,CVS Health Corp,15.9834,24.1874,33.2416,40.917,50.5937,69.4149,82.6829,86.9957,90.3362,93.0043,57.3474006652832,58.35546547536726,57.21816748627859,57.468022681292084,6599500.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-05-29,CVS,CVS Health Corp,16.0327,24.1098,33.0725,40.8979,52.3047,69.6935,81.9675,85.8016,88.8217,91.2678,56.49443054199219,57.46802443619656,55.6759230407361,57.2009337602217,8977600.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-06-01,CVS,CVS Health Corp,15.8667,22.9969,32.325,40.3904,51.437,68.3544,80.3669,84.0913,87.0515,89.4669,56.55474090576172,56.830449315252665,56.011941823347144,56.3824256148575,5187000.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-06-02,CVS,CVS Health Corp,15.7565,23.1968,31.9803,39.6833,50.3332,68.0622,80.5636,84.61,87.7906,90.3623,57.588645935058594,57.99359410039495,56.3565791126879,56.554741040358664,5463700.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-06-03,CVS,CVS Health Corp,14.7258,22.2483,31.0764,38.4409,49.0908,66.7706,79.2618,83.3687,86.6026,89.222,57.597259521484375,58.31238041838418,57.071689375416476,57.84712127727129,6102400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-06-04,CVS,CVS Health Corp,14.8748,22.724,31.0473,38.927,48.9472,67.0914,79.8564,84.2244,87.6303,90.3653,57.32155990600586,57.48526404740357,56.821836317934185,57.11478022499285,5468900.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
2020-06-05,CVS,CVS Health Corp,13.6949,19.7373,27.0286,34.0781,44.2974,64.7847,79.1572,84.4356,88.4677,91.6486,58.8896484375,59.61338712694939,57.83850806318485,57.96774781916585,8598400.0,256776.0,98057.0,12467.0,16838.0,6631.0,5683.0,8056.0,222449.0,68480.0,63864.0,12848.0,4371.0,2415.0,1659.0,7788.0,2.69,2.69,5.08,1305.0,256776.0,15339.0,38.19,6.56,4.86,3.5,26.3,2.58,10391.0,10.87,3.17,6.7,256776.0,12467.0,16838.0,6631.0,5.08,1302.0,30.78,51.62,106.72,5918.0,80.03,4.11,253.69,0.61,39.42,96648.62,68480.0,0.0,306.0,8056.0,157378.62,1.23,3.5,4.3,3.41,14.66,0.74,10.87,0.61,6.58,22670.09,877866.67,767065.52,0.94,0.62,-0.01,13.79,26.55,5.53,66.19,9.35,39.16,-0.48
